序号,原版 event,category,vibration_intensity,audio,audio_intensity,player_only,haptics.lua 行,重复定义数,源码字面引用数,原版原始逻辑/证据,目前实现的触发逻辑,正常交互保护,空间/player_only 逻辑,目前具体震动方式,保真度与限制
348,hookline_2/creatures/boss/crabking/death2,BOSS,1.0,True,1.0,False,468,1,1,"haptics.lua 第 468 行注册；触发证据：stategraphs/SGcrabking.lua:842 SoundTimeEvent(0, ""hookline_2/creatures/boss/crabking/death2""),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
349,dontstarve_DLC001/creatures/dragonfly/angry,BOSS,1.0,True,1.0,False,471,1,2,"haptics.lua 第 471 行注册；触发证据：stategraphs/SGdragonfly.lua:142 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/angry"")；stategraphs/SGdragonfly.lua:183 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/angry"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
350,dontstarve_DLC001/creatures/dragonfly/swipe,BOSS,1.0,True,1.0,False,472,1,1,"haptics.lua 第 472 行注册；触发证据：stategraphs/SGdragonfly.lua:473 TimeEvent(7*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/swipe"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
351,dontstarve_DLC001/creatures/dragonfly/punchimpact,BOSS,1.0,True,1.0,False,473,1,1,"haptics.lua 第 473 行注册；触发证据：stategraphs/SGdragonfly.lua:475 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/punchimpact"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
352,dontstarve_DLC001/creatures/dragonfly/firedup,BOSS,1.0,True,1.0,False,474,1,1,"haptics.lua 第 474 行注册；触发证据：stategraphs/SGdragonfly.lua:523 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/firedup"", ""fireflying"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
353,dontstarve_DLC001/creatures/dragonfly/buttstomp,BOSS,1.0,True,1.0,False,475,1,6,"haptics.lua 第 475 行注册；触发证据：stategraphs/SGdragonfly.lua:622 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/buttstomp"")；stategraphs/SGdragonfly.lua:623 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/buttstomp_voice"")；stategraphs/SGdragonfly.lua:627 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/buttstomp"")；另 3 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
354,dontstarve_DLC001/creatures/dragonfly/vomitrumble,BOSS,1.0,True,1.0,False,476,1,1,"haptics.lua 第 476 行注册；触发证据：stategraphs/SGdragonfly.lua:672 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/vomitrumble"", ""vomitrumble"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
355,dontstarve_DLC001/creatures/dragonfly/land,BOSS,1.0,True,1.0,False,477,1,4,"haptics.lua 第 477 行注册；触发证据：stategraphs/SGdragonfly.lua:726 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/land"")；stategraphs/SGdragonfly.lua:741 TimeEvent(203*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/land"") end),；stategraphs/SGdragonfly.lua:863 TimeEvent(28*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/land"") end),；另 1 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,脚步/落地双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
356,dontstarve_DLC001/creatures/dragonfly/death,BOSS,1.0,True,1.0,False,478,1,2,"haptics.lua 第 478 行注册；触发证据：stategraphs/SGdragonfly.lua:847 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/death"")；stategraphs/SGtoadstool.lua:438 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/dragonfly/death"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
357,terraria1/eyeofterror/arrive,BOSS,1.0,True,1.0,False,481,1,1,"haptics.lua 第 481 行注册；触发证据：prefabs/eyeofterror_arrive_fx.lua:74 inst.SoundEmitter:PlaySound(""terraria1/eyeofterror/arrive_portal"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
358,terraria1/eyeofterror/taunt_roar,BOSS,1.0,True,1.0,False,482,1,0,haptics.lua 第 482 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
359,terraria1/eyeofterror/taunt_epic,BOSS,1.0,True,1.0,False,483,1,0,haptics.lua 第 483 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
360,terraria1/eyeofterror/charge_eye,BOSS,1.0,True,1.0,False,484,1,0,haptics.lua 第 484 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
361,terraria1/eyeofterror/charge,BOSS,1.0,True,1.0,False,485,1,2,"haptics.lua 第 485 行注册；触发证据：stategraphs/SGeyeofterror.lua:254 inst.SoundEmitter:PlaySound(""terraria1/eyeofterror/charge_pre_sfx"")；stategraphs/SGeyeofterror.lua:368 inst.SoundEmitter:PlaySound(""terraria1/eyeofterror/charge_pst_sfx"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
362,terraria1/eyeofterror/chomp,BOSS,1.0,True,1.0,False,486,1,0,haptics.lua 第 486 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
363,terraria1/eyeofterror/death,BOSS,1.0,True,1.0,False,487,1,0,haptics.lua 第 487 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
364,turnoftides/common/together/water/emerge/large,BOSS,1.0,True,1.0,False,490,1,1,"haptics.lua 第 490 行注册；触发证据：stategraphs/SGsharkboi.lua:710 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/emerge/large"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
365,meta3/sharkboi/swipe_arm,BOSS,1.0,True,1.0,False,491,1,2,"haptics.lua 第 491 行注册；触发证据：stategraphs/SGsharkboi.lua:852 inst.SoundEmitter:PlaySound(""meta3/sharkboi/swipe_arm"")；stategraphs/SGsharkboi.lua:916 inst.SoundEmitter:PlaySound(""meta3/sharkboi/swipe_arm"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
366,meta3/sharkboi/swipe_tail,BOSS,1.0,True,1.0,False,492,1,1,"haptics.lua 第 492 行注册；触发证据：stategraphs/SGsharkboi.lua:1053 inst.SoundEmitter:PlaySound(""meta3/sharkboi/swipe_tail"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
367,meta3/sharkboi/torpedo_drill,BOSS,1.0,True,1.0,False,493,1,2,"haptics.lua 第 493 行注册；触发证据：stategraphs/SGsharkboi.lua:1260 inst.SoundEmitter:PlaySound(""meta3/sharkboi/torpedo_drill"", ""drill"")；stategraphs/SGsharkboi.lua:1302 inst.SoundEmitter:PlaySound(""meta3/sharkboi/torpedo_drill"", ""drill"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
368,meta3/sharkboi/divedown,BOSS,1.0,True,1.0,False,494,1,1,"haptics.lua 第 494 行注册；触发证据：stategraphs/SGsharkboi.lua:1766 inst.SoundEmitter:PlaySound(""meta3/sharkboi/divedown"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
369,meta3/sharkboi/attack_big,BOSS,1.0,True,1.0,False,495,1,0,haptics.lua 第 495 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
370,dontstarve/creatures/together/stalker/mindcontrol_LP,BOSS,1.0,True,1.0,False,498,1,1,"haptics.lua 第 498 行注册；触发证据：stategraphs/SGstalker.lua:91 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/mindcontrol_LP"", ""mindcontrol"")",SoundEmitter 具名循环钩子；PlayingSound、SetParameter、SetVolume、KillSound/KillAllSounds 驱动,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,具名循环：85 ms 更新、100 ms 连续脉冲；KillSound/音量/实体/暂停/卸载控制生命周期,高（客户端 Lua 可见循环）；已验证参数逐事件映射，未知参数保持中性
371,dontstarve/creatures/together/stalker/enter,BOSS,1.0,True,1.0,False,499,1,1,"haptics.lua 第 499 行注册；触发证据：stategraphs/SGstalker.lua:308 FrameEvent(0, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/enter"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
372,dontstarve/creatures/together/stalker/death_pop,BOSS,1.0,True,1.0,False,500,1,11,"haptics.lua 第 500 行注册；触发证据：stategraphs/SGstalker.lua:578 FrameEvent(15, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/death_pop"") end),；stategraphs/SGstalker.lua:579 FrameEvent(17, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/death_pop"") end),；stategraphs/SGstalker.lua:580 FrameEvent(21, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/death_pop"") end),；另 8 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
373,dontstarve/creatures/together/stalker/bone_drop,BOSS,1.0,True,1.0,False,501,1,7,"haptics.lua 第 501 行注册；触发证据：stategraphs/SGstalker.lua:625 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/bone_drop"")；stategraphs/SGstalker.lua:632 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/bone_drop"")；stategraphs/SGstalker.lua:645 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/bone_drop"")；另 4 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
374,dontstarve/creatures/together/stalker/taunt_short,BOSS,1.0,True,1.0,False,502,1,5,"haptics.lua 第 502 行注册；触发证据：stategraphs/SGstalker.lua:742 FrameEvent(170, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/taunt_short"") end),；stategraphs/SGstalker.lua:923 FrameEvent(48, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/taunt_short"", nil, .6) end),；stategraphs/SGstalker.lua:984 FrameEvent(8, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/taunt_short"") end),；另 2 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
375,dontstarve/creatures/together/stalker/taunt,BOSS,1.0,True,1.0,False,503,1,2,"haptics.lua 第 503 行注册；触发证据：stategraphs/SGstalker.lua:795 FrameEvent(14, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/taunt"") end),；stategraphs/SGstalker.lua:1435 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/taunt"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
376,dontstarve/creatures/together/stalker/attack_swipe,BOSS,1.0,True,1.0,False,504,1,1,"haptics.lua 第 504 行注册；触发证据：stategraphs/SGstalker.lua:842 FrameEvent(13, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/attack_swipe"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
377,dontstarve/creatures/together/stalker/attack1_pbaoe,BOSS,1.0,True,1.0,False,505,1,4,"haptics.lua 第 505 行注册；触发证据：stategraphs/SGstalker.lua:877 FrameEvent(0, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/attack1_pbaoe_pre"") end),；stategraphs/SGstalker.lua:878 FrameEvent(24, function(inst) inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/attack1_pbaoe"") end),；stategraphs/SGstalker.lua:908 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/stalker/attack1_pbaoe_pre"")；另 1 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
378,dontstarve/creatures/together/klaus/step,BOSS,1.0,True,1.0,False,508,1,2,"haptics.lua 第 508 行注册；触发证据：stategraphs/SGklaus.lua:30 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/step"", nil, volume)；stategraphs/SGklaus.lua:35 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/step"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,脚步/落地双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
379,dontstarve/creatures/together/klaus/swipe,BOSS,1.0,True,1.0,False,509,1,1,"haptics.lua 第 509 行注册；触发证据：stategraphs/SGklaus.lua:40 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/swipe"", nil, not inst.enraged and .7 or nil)",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
380,dontstarve/creatures/together/klaus/attack_3,BOSS,1.0,True,1.0,False,511,1,1,"haptics.lua 第 511 行注册；触发证据：stategraphs/SGklaus.lua:630 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/attack_3"", nil, not inst.enraged and .8 or nil)",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
381,dontstarve/creatures/together/klaus/bite,BOSS,1.0,True,1.0,False,512,1,1,"haptics.lua 第 512 行注册；触发证据：stategraphs/SGklaus.lua:645 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/bite"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
382,dontstarve/creatures/together/klaus/bodyfall,BOSS,1.0,True,1.0,False,513,1,3,"haptics.lua 第 513 行注册；触发证据：stategraphs/SGklaus.lua:48 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/bodyfall"")；stategraphs/SGklaus.lua:302 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/bodyfall_dirt"")；stategraphs/SGklaus.lua:1076 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/bodyfall"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,爆炸/重击三段冲击包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
